,title,comment,time,website
0,[情報] 名偵探柯南7/1將上架Netflix , 的好可怕, 06/20 22:40,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 早起門縫跑出一隻眼睛真的嚇哭, 06/21 09:27,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 還有經典的小宮山先生，鐵頭功是吧, 06/21 13:44,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 小時候看完圖書館那集 搭電梯遇到超重都覺得毛毛的, 06/22 23:31,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , http://i.imgur.com/DzJBb4Y.jpg, 06/23 14:38,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , http://i.imgur.com/FA3raYp.jpg, 06/23 14:38,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 其他圖看起來也很早期, 06/23 14:39,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 早期跟現在的畫風差距XD, 06/24 18:23,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 零的日常確定上架日期 07/29 說七月上還得等月底實在是.., 06/29 02:05,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 我覺得前一百集都很精彩, 06/30 22:49,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 還不能看？？, 07/01 00:54,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 網飛上架時間通常都是在下午, 07/01 10:24,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 上了  85集  舒服, 07/01 13:50,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 不知為何目前好像要切到英文介面才看得到 有中文配, 07/01 14:21,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 音 日文配音 中文字幕 有前85集 到滑雪別墅殺人事件, 07/01 14:21,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 太好了~有日文配音雖然只有一百多集, 07/01 22:10,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 原來是85集阿, 07/01 22:11,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 希望可以趕快上多一點, 07/01 22:11,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 如果收看數夠高，就有機會上更多, 07/01 22:18,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 超開心～～立刻看了小時候超愛的TWO-MIX那集, 07/02 01:38,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 高畫質看起來就是爽, 07/02 12:01,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 太棒了，柯南還是可愛的圓臉, 07/02 21:17,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 嫌犯黑臉只露出眼睛都超可怕, 07/03 13:38,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , https://i.imgur.com/J9VAIRq.jpg 登上節目榜第八啦, 07/07 17:55,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,[情報] 名偵探柯南7/1將上架Netflix , 推~ 最近幾天無聊就隨便點幾集來看 希望後面繼續上, 07/10 13:30,https://www.ptt.cc/bbs/Conan/M.1655286873.A.D3E.html
0,Re: [情報] 名偵探柯南 主要女角人氣投票    結果發表, 重播了好幾次XD 好期待明年的電影～～～, 06/06 05:03,https://www.ptt.cc/bbs/Conan/M.1654446993.A.619.html
0,Re: [情報] 名偵探柯南 主要女角人氣投票    結果發表, 小哀的聲音還是那麼好聽~, 06/06 10:27,https://www.ptt.cc/bbs/Conan/M.1654446993.A.619.html
0,Re: [情報] 名偵探柯南 主要女角人氣投票    結果發表, 有點妙的是 當初不就是小學生婚紗引起爭議嗎？結果還, 06/06 12:16,https://www.ptt.cc/bbs/Conan/M.1654446993.A.619.html
0,Re: [情報] 名偵探柯南 主要女角人氣投票    結果發表, 是讓小學生穿婚紗了XD, 06/06 12:16,https://www.ptt.cc/bbs/Conan/M.1654446993.A.619.html
0,Re: [情報] 名偵探柯南 主要女角人氣投票    結果發表, 小哀內心18歲了，可以啦XD, 06/06 20:17,https://www.ptt.cc/bbs/Conan/M.1654446993.A.619.html
0,(已送出)贈送 柯南M25試片會入場券, 推好心,06/05 23:36,https://www.ptt.cc/bbs/Conan/M.1654442998.A.959.html
0,(已送出)贈送 柯南M25試片會入場券, 好想要…可惜隔離中QQ,06/06 00:15,https://www.ptt.cc/bbs/Conan/M.1654442998.A.959.html
0,[預告] 華視頻道 名偵探柯南 (2022/06/04~05), 去年的份快播完了, 06/05 19:12,https://www.ptt.cc/bbs/Conan/M.1654408595.A.FD7.html
0,[預告] 華視頻道 名偵探柯南 (2022/06/04~05), 不知道六月底會不會直接接今年新進度, 06/11 16:05,https://www.ptt.cc/bbs/Conan/M.1654408595.A.FD7.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 走到哪就死人的劇情，一點都不小朋友路線呀~, 06/04 19:32,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 我是覺得案件手法一直都很費工(？) 這點倒是沒有變, 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作,  會覺得子供向應該是整體氛圍隨著劇情演進 逐漸淡, 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 化前期相對灰暗的調調 不管是感情線(日常)還是對組, 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 織(紅方角色不斷加入、前期主要承擔組織線視角的小, 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 哀的心境，也被柯蘭偵探團博士等等的身邊人逐漸帶, 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 的沒那麼晦暗悲觀，早期自憐或甚至稍微有自殺傾向, 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 的心理活動，小哀在後期也已擺脫，最近又有了一封, 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 姐姐留的信，鼓勵甚至暗示小哀面對組織的可能性), 06/04 20:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 整個作品的色彩變得更繽紛 之後死傷慘重的五人組也, 06/04 20:11,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 是另外開連載而不是都放本篇, 06/04 20:11,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作," 我也覺得越來越子供向了, 很懷念以前陰暗的色調。現", 06/05 03:58,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 在紅方太多戰力，就更沒有緊張感了。, 06/05 03:58,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 要大眾化就不能走陰暗路線, 06/05 10:21,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 現在屍體都不噴血了, 06/05 11:36,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 現在紅黑勢力差太多，琴酒都不可怕了, 06/05 14:21,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 劇場版最不喜歡少年偵探團的戲份, 06/05 14:55,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 我記得台灣曾經有人模仿柯南伎倆殺人, 06/05 20:12,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 蠻同意的，所以每每複習一次都有不同的感受，會發現一些以, 06/06 12:51,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 前小時候沒懂的點XDD, 06/06 12:51,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 尤其有些台詞，小時候只覺得字好多都懶得仔細看，長大後看, 06/06 12:54,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 了才發現有些台詞真的蠻有趣的，不管是搞笑或是認真方面XD, 06/06 12:54,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 少年偵探團讓人不喜歡的點不是因為他們多78吧，是他, 06/07 02:25,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 們常常做出白目豬隊友的事情並且把劇情的氛圍弄得很, 06/07 02:25,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 幼稚, 06/07 02:25,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 老實說 這個也是真的七歲小孩會做的事哈哈哈哈, 06/07 07:41,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 以一年級小孩來說其實他們表現算很懂事了我覺得, 06/07 21:33,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 應該說轉變不是子供向 而是國民番的因素, 06/08 10:42,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, https://kknews.cc/comic/ap25526.amp, 06/08 18:25,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 這則，以前看過報導，還好後來沒被污名化, 06/08 18:25,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 其實他們算不錯了 光彥比同齡孩子聰明很多 元太傻傻但是很, 06/09 14:26,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 有正義感 步美更是(對柯南來說)重要性不亞於小哀的存在!, 06/09 14:26,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 抱歉放錯了，應該是這個, 06/09 22:57,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, https://today.line.me/tw/v2/article/38na6k, 06/09 22:57,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 當時有直接跟到新聞，還有看到談話節目提柯南漫畫內容, 06/09 22:58,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 我還記得那時看新聞，我爸問說他記得我也很常租柯南，我, 06/09 23:00,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 還澄清不是漫畫問題這純屬個案，不是看這漫畫就會變這樣, 06/09 23:00,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 應該不是學手法殺人，應該是學手法故佈疑陣, 06/09 23:04,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, https://m.youtube.com/watch?v=P0y4hgfBKrY, 06/09 23:06,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 24分鐘左右有提到這個案件, 06/09 23:06,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 推理小說，特別是本格推理部分，常給人一種殺人很簡, 06/10 06:57,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 單的感覺，所以才會心思想詭計，故佈疑陣。其實殺人, 06/10 06:59,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 是非常困難的事，好比說有多少人平常料理會親自殺魚, 06/10 06:59,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 、殺雞??生物實驗時，多少人連青蛙的枕骨大孔中斷法, 06/10 07:00,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 都沒辦法做的?很多時候殺人都是處於一種極度憤怒與, 06/10 07:01,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 亢奮的情緒下才有辦法突破理智進行，這時哪有可能冷, 06/10 07:02,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 靜下來詳細的故佈疑陣，一定都是漏洞百出，更別說這, 06/10 07:03,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 些故佈疑陣是作者憑空想像，絕大部份時候是難以執行, 06/10 07:04,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 所以也很快就被抓到了, 06/10 11:13,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 月影島事件一直被柯南當成教訓，不能因為推理而殺人, 06/10 15:09,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, ，用推理方式逼死犯人跟殺人無異，為了推理而害死人, 06/10 15:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 亦同..., 06/10 15:10,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 金田一跟柯南感覺都是早期動機比較苦大仇深，後期大概走, 06/10 18:12,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 大眾化有些動機其實有點搞笑, 06/10 18:12,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 復仇者一般來說不會狡辯，尤其在目的達成後，這樣才, 06/11 16:12,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 符合他心中的正義，最初就是因為法律結果讓他無法信, 06/11 16:13,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 現實很多動機都沒什麼+1，不過那種通常都是衝動殺人，很, 06/11 16:13,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 少計劃一堆，感覺那種沒什麼的動機，計劃不到一半就覺得, 06/11 16:13,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 算了吧好麻煩, 06/11 16:13,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[討論] 青山談柯南大紅祕訣：不專為兒童製作, 服，於是才決定自己動手，這樣的人通常都有覺悟。, 06/11 16:14,https://www.ptt.cc/bbs/Conan/M.1654341828.A.906.html
0,[情報] 2022年6月之後台版柯南相關新書情報, 100的限定版不知道會是什麼？, 05/29 17:03,https://www.ptt.cc/bbs/Conan/M.1653810886.A.BC0.html
0,[情報] 2022年6月之後台版柯南相關新書情報, boss的真身?!, 05/29 19:14,https://www.ptt.cc/bbs/Conan/M.1653810886.A.BC0.html
0,[情報] 2022年6月之後台版柯南相關新書情報, 期待限定版, 05/30 14:32,https://www.ptt.cc/bbs/Conan/M.1653810886.A.BC0.html
0,[情報] 2022年6月之後台版柯南相關新書情報, 小哀精選集終於！, 05/31 12:52,https://www.ptt.cc/bbs/Conan/M.1653810886.A.BC0.html
0,[情報] 2022年6月之後台版柯南相關新書情報, 櫻花班有沒有機會出彩色漫畫阿, 05/31 22:08,https://www.ptt.cc/bbs/Conan/M.1653810886.A.BC0.html
0,[情報] 2022年6月之後台版柯南相關新書情報, 啊啊 如果櫻花班有我也很想要！, 06/04 20:20,https://www.ptt.cc/bbs/Conan/M.1653810886.A.BC0.html
0,[討論] 柯南5年內會完結嗎？, 希望緒方賢一能配音到完結篇..., 05/25 04:20,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 難喔。波本篇蘭姆篇長度印象都超過七年，而且蘭姆篇, 05/25 05:41,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 現在應該還不算結束, 05/25 05:41,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 我也好希望它趕快完結篇，但是最近作者還一直休刊呢。, 05/25 08:36,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 感覺更難了......, 05/25 08:36,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 波本篇到緋色搜查官就從我國中看到大學了, 05/25 09:01,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 柯南產業鍊 除非有強力放手原因 否則很難停..., 05/25 13:27,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 每年電影穩定收入 青山想收後面的人也不准吧, 05/25 13:28,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 青山只要身體健康不要發生什麼意外變成爛尾就好，柯南, 05/25 13:31,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 主線還是很精彩的，希望有個完整的結局, 05/25 13:31,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 趕快長大 說長大後的劇情.., 05/25 13:39,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 隔壁37歲的金田一表示:, 05/25 14:14,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 前幾年本來說預計不會超過單行本100, 05/25 22:31,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 我覺得就算漫畫結局 劇場版可能還是會繼續出…不然, 05/26 11:30,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 的話整個產業鏈應該都不會希望青山完結(, 05/26 11:30,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 出版社真的要考慮到作者的年紀等等風險，最好儘早開始, 05/26 16:00,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 收尾, 05/26 16:00,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 就算漫畫完結，劇場版和其他衍生還是能繼續啊, 05/26 16:01,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 波本跟朗姆真的不用這麼長, 05/26 17:07,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 好好完結產業鏈依然能運作, 05/26 17:08,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 要是完結我反而會很失落, 05/26 20:50,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 感覺剛過半而已，主線不論紅黑都還是一堆謎團沒解，, 05/26 22:10,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 這就青山厲害的地方，好像已經透露很多資訊了，但又, 05/26 22:10,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 好像什麼都不太知道, 05/26 22:10,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 當初灰原現身我就以為要進主線完結了，結果後面還那麼多, 05/27 00:15,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 厲害的地方？？？, 05/27 00:24,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 赤井爸安在否?!, 05/27 06:21,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 蘭姆篇目前的進度好像講了很多，但又好像什麼都沒講是沒, 05/27 11:14,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 錯啦, 05/27 11:14,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 朗姆篇講了很多啊  只是橫向發展而言, 05/27 11:52,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 海賊機率比較大 再來柯南，獵人要看作者心情, 05/27 18:07,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 已經當那種長青國民漫在看，類似哆啦a夢蠟筆小新那種，反, 05/27 20:14,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 而不希望完結了, 05/27 20:14,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 遲不完結我是會困擾，怕活不到那時候, 05/27 22:34,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, Boss?哪位?  又是黑影人??, 05/28 10:53,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 作者是因為這話作撈幾百億了嗎??, 05/28 10:54,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 啥? 隔壁金田一還在? 不是都出社會????, 05/28 10:54,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 我倒是希望他快點把柯南完結 專心畫基德 QQ, 05/28 18:15,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 不在乎青山想繼續賺錢  但可不可以好好的把故事畫完..., 05/29 00:14,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 主要是周圍的產業鏈不想放，不然以現在的情況，青山, 05/29 10:32,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 後半輩子都生活無虞了，就跟鳥山明一樣。但有了結局, 05/29 10:33,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, ，有些產業就等於宣告結束，如出版社就少了金雞母, 05/29 10:34,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 就像獵人，富奸只想撐到世界樹，後來的暗黑大陸可以, 05/29 10:36,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 看出是被逼的..., 05/29 10:36,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 其實可以結局後以新一的身份繼續連載當長青漫啊XD, 05/29 17:12,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 不想永遠結束但也很想知道結局, 05/29 17:12,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 超想看結局的QQ柯南產業鏈以後還是可以繼續啊，沒有結局感, 05/29 17:26,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 覺很差，不希望變成長青漫......, 05/29 17:26,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 名偵探柯南（完），接下來請期待名偵探新一，這個可以, 05/29 19:15,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 趕快完結吧  要撈錢電影版可以一年出兩部阿, 05/30 22:50,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 一個故事講快30年真的太久  希望別變成有生之年系列, 05/30 22:51,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 結局後以新一的身分繼續??知道動畫主角是柯南，也就, 05/31 04:43,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
0,[討論] 柯南5年內會完結嗎？, 高山南嗎?, 05/31 04:44,https://www.ptt.cc/bbs/Conan/M.1653421040.A.E87.html
